ad_id,event_id,ad_category,clicked
222,1614,Gaming,False
223,1637,Finance,False
224,1645,Finance,False
225,1655,Entertainment,False
226,1683,Finance,False
227,1688,Technology,False
228,1700,Travel,False
229,1706,Finance,False
230,1707,Technology,True
231,1708,Travel,False
232,1717,Fashion,False
233,1718,Fashion,False
234,1724,Travel,False
235,1730,Food,False
236,1737,Fashion,True
237,1767,Technology,False
238,1781,Food,False
239,1788,Gaming,False
240,1791,Technology,False
241,1793,Education,False
242,1794,Gaming,False
243,1798,Entertainment,False
244,1804,Fashion,False
245,1817,Finance,False
246,1819,Technology,False
247,1835,Education,False
248,1850,Travel,False
249,1851,Travel,False
250,1861,Technology,False
251,1864,Fashion,False
252,1879,Travel,False
253,1888,Entertainment,False
254,1906,Finance,True
255,1918,Food,False
256,1919,Entertainment,False
257,1932,Gaming,False
258,1934,Entertainment,False
259,1940,Fashion,True
260,1950,Entertainment,False
261,1967,Entertainment,True
262,1998,Technology,False
263,2001,Gaming,False
264,2007,Technology,False
265,2028,Entertainment,False
266,2054,Fashion,True
267,2061,Entertainment,True
268,2067,Finance,False
269,2072,Travel,False
270,2076,Fashion,False
271,2086,Travel,False
272,2087,Gaming,True
273,2088,Gaming,False
274,2092,Fashion,False
275,2094,Finance,False
276,2098,Fashion,False
277,2099,Education,True
278,2107,Technology,False
279,2115,Finance,False
280,2116,Gaming,True
281,2119,Education,False
282,2145,Fashion,False
283,2148,Education,False
284,2154,Food,False
285,2163,Gaming,False
286,2172,Gaming,False
287,2185,Food,False
288,2188,Gaming,False
289,2220,Finance,False
290,2228,Gaming,False
291,2231,Education,False
292,2236,Gaming,False
293,2237,Food,False
294,2239,Entertainment,False
295,2242,Gaming,False
296,2248,Travel,False
297,2281,Gaming,False
298,2288,Finance,False
299,2299,Fashion,False
300,2301,Education,False
301,2310,Technology,False
302,2317,Education,True
303,2318,Finance,False
304,2319,Education,False
305,2327,Food,False
306,2338,Entertainment,False
307,2349,Technology,False
308,2359,Education,False
309,2363,Gaming,False
310,2364,Education,False
311,2378,Food,False
312,2385,Travel,False
313,2412,Fashion,False
314,2417,Finance,False
315,2429,Education,False
316,2434,Fashion,False
317,2445,Finance,True
318,2454,Gaming,False
319,2456,Education,False
320,2464,Food,True
321,2471,Technology,False
322,2483,Food,False
323,2496,Fashion,False
324,2504,Gaming,False
325,2509,Travel,False
326,2514,Travel,False
327,2517,Technology,False
328,2538,Fashion,False
329,2558,Technology,False
330,2571,Gaming,False
331,2573,Travel,False
332,2576,Entertainment,False
333,2584,Gaming,False
334,2592,Travel,False
335,2595,Finance,False
336,2604,Gaming,False
337,2617,Food,False
338,2618,Entertainment,False
339,2619,Gaming,True
340,2620,Technology,False
341,2638,Education,False
342,2642,Education,False
343,2649,Gaming,False
344,2658,Gaming,True
345,2664,Finance,False
346,2671,Technology,False
347,2672,Entertainment,True
348,2685,Technology,True
349,2707,Technology,False
350,2714,Finance,False
351,2721,Technology,False
352,2742,Gaming,True
353,2747,Technology,False
354,2748,Food,False
355,2753,Travel,True
356,2763,Fashion,False
357,2777,Entertainment,False
358,2783,Finance,False
359,2791,Finance,True
360,2794,Fashion,False
361,2806,Fashion,False
362,2807,Finance,False
363,2828,Food,False
364,2830,Finance,False
365,2832,Entertainment,False
366,2838,Education,False
367,2844,Fashion,False
368,2847,Education,False
369,2854,Fashion,False
370,2861,Food,False
371,2882,Finance,True
372,2885,Education,False
373,2912,Fashion,False
374,2935,Fashion,False
375,2985,Fashion,False
376,2989,Food,True
377,2992,Education,False
378,2996,Entertainment,False
379,2997,Technology,True
380,3017,Finance,False
381,3030,Food,False
382,3032,Entertainment,False
383,3034,Technology,False
384,3035,Fashion,False
385,3048,Education,False
386,3056,Gaming,False
387,3062,Finance,False
388,3077,Education,False
389,3078,Gaming,False
390,3079,Gaming,False
391,3083,Gaming,False
392,3087,Food,False
393,3104,Food,False
394,3119,Travel,False
395,3129,Travel,False
396,3132,Fashion,True
397,3142,Food,False
398,3144,Fashion,True
399,3165,Gaming,False
400,3174,Technology,False
401,3187,Finance,False
402,3192,Technology,False
403,3199,Travel,False
404,3222,Finance,False
405,3227,Finance,False
406,3229,Food,False
407,3233,Finance,False
408,3236,Education,False
409,3243,Entertainment,False
410,3245,Technology,False
411,3248,Food,False
412,3249,Technology,False
413,3254,Gaming,False
414,3279,Travel,False
415,3297,Food,False
416,3315,Technology,False
417,3332,Gaming,False
418,3334,Travel,False
419,3350,Entertainment,False
420,3376,Finance,False
421,3382,Entertainment,False
422,3383,Food,False
423,3385,Entertainment,False
424,3386,Travel,False
425,3388,Education,False
426,3401,Gaming,False
427,3404,Education,False
428,3406,Gaming,False
429,3408,Gaming,False
430,3435,Fashion,False
431,3439,Food,True
432,3453,Fashion,False
433,3454,Education,False
434,3455,Travel,False
435,3457,Gaming,False
436,3487,Finance,False
437,3488,Education,False
438,3490,Fashion,False
439,3512,Entertainment,False
440,3525,Gaming,True
441,3528,Gaming,False
442,3529,Education,False
443,3533,Food,False
444,3541,Finance,False
445,3542,Gaming,False
446,3549,Technology,False
447,3550,Entertainment,False
448,3551,Entertainment,False
449,3567,Technology,True
450,3575,Education,False
451,3588,Technology,False
452,3589,Entertainment,False
453,3593,Education,False
454,3594,Food,True
455,3601,Gaming,False
456,3604,Finance,False
457,3650,Travel,False
458,3655,Entertainment,False
459,3656,Food,False
460,3658,Entertainment,False
461,3664,Education,False
462,3671,Gaming,True
463,3677,Travel,True
464,3679,Finance,False
465,3689,Education,False
466,3696,Gaming,False
467,3701,Fashion,False
468,3720,Finance,False
469,3736,Food,True
470,3741,Finance,False
471,3744,Gaming,False
472,3752,Travel,False
473,3758,Technology,False
474,3769,Finance,False
475,3774,Food,True
476,3777,Fashion,False
477,3783,Education,False
478,3788,Gaming,False
479,3791,Education,True
480,3792,Technology,False
481,3796,Food,False
482,3824,Gaming,False
483,3827,Gaming,False
484,3831,Entertainment,False
485,3840,Gaming,False
486,3851,Entertainment,False
487,3866,Food,False
488,3896,Finance,False
489,3897,Education,False
490,3900,Food,False
491,3910,Gaming,False
492,3911,Technology,False
493,3932,Education,False
494,3935,Finance,False
495,3938,Fashion,False
496,3939,Finance,False
497,3944,Gaming,False
498,3946,Food,False
499,3961,Travel,True
500,3969,Fashion,False
501,3976,Education,False
502,3997,Travel,False
503,4002,Finance,False
504,4003,Travel,False
505,4009,Education,False
506,4019,Food,False
507,4023,Food,False
508,4024,Finance,False
509,4032,Education,False
510,4035,Technology,False
511,4048,Technology,False
512,4055,Food,False
513,4060,Travel,False
514,4061,Fashion,False
515,4062,Education,False
516,4063,Technology,False
517,4064,Entertainment,False
518,4068,Education,True
519,4071,Finance,False
520,4099,Entertainment,False
521,4118,Education,True
522,4128,Technology,False
523,4129,Gaming,True
524,4132,Food,False
525,4134,Entertainment,False
526,4141,Food,False
527,4155,Technology,False
528,4160,Travel,False
529,4161,Education,False
530,4163,Finance,False
531,4164,Travel,False
532,4165,Finance,False
533,4180,Entertainment,False
534,4185,Fashion,False
535,4188,Travel,False
536,4197,Travel,False
537,4200,Travel,False
538,4203,Entertainment,False
539,4204,Food,False
540,4210,Travel,False
541,4226,Fashion,False
542,4243,Finance,False
543,4251,Technology,False
544,4252,Food,False
545,4269,Fashion,False
546,4271,Fashion,False
547,4273,Travel,False
548,4291,Fashion,False
549,4292,Fashion,False
550,4294,Entertainment,False
551,4295,Fashion,False
552,4307,Gaming,False
553,4312,Finance,False
554,4327,Fashion,True
555,4335,Technology,True
556,4346,Gaming,False
557,4384,Fashion,True
558,4389,Entertainment,False
559,4425,Fashion,False
560,4432,Gaming,True
561,4447,Technology,False
562,4455,Technology,False
563,4456,Gaming,False
564,4460,Travel,False
565,4462,Education,False
566,4466,Education,True
567,4500,Finance,False
568,4503,Finance,False
569,4505,Education,False
570,4506,Travel,False
571,4524,Finance,True
572,4526,Food,False
573,4535,Fashion,False
574,4543,Fashion,False
575,4547,Technology,False
576,4552,Education,False
577,4563,Food,False
578,4571,Gaming,False
579,4573,Finance,False
580,4576,Fashion,False
581,4582,Finance,False
582,4586,Gaming,False
583,4589,Entertainment,False
584,4604,Entertainment,False
585,4607,Finance,False
586,4610,Travel,False
587,4626,Technology,False
588,4631,Education,False
589,4642,Gaming,False
590,4652,Gaming,False
591,4656,Fashion,False
592,4658,Education,False
593,4666,Education,False
594,4672,Technology,True
595,4677,Food,True
596,4679,Gaming,False
597,4682,Travel,False
598,4683,Finance,False
599,4700,Technology,False
600,4703,Entertainment,False
601,4711,Travel,False
602,4714,Travel,False
603,4721,Travel,False
604,4722,Fashion,False
605,4724,Education,False
606,4729,Gaming,False
607,4734,Technology,False
608,4736,Finance,False
609,4756,Entertainment,False
610,4757,Fashion,False
611,4759,Education,False
612,4781,Technology,False
613,4795,Gaming,True
614,4797,Education,False
615,4812,Finance,False
616,4814,Fashion,False
617,4837,Finance,False
618,4844,Food,False
619,4849,Education,False
620,4858,Finance,False
621,4859,Education,False
622,4861,Education,False
623,4863,Entertainment,False
624,4875,Fashion,False
625,4896,Technology,False
626,4902,Education,True
627,4911,Entertainment,False
628,4922,Travel,False
629,4939,Finance,True
630,4964,Gaming,False
631,4988,Technology,False
632,4995,Finance,False
633,5009,Fashion,False
634,5017,Gaming,False
635,5062,Travel,False
636,5067,Education,False
637,5069,Fashion,False
638,5071,Education,False
639,5083,Technology,True
640,5084,Finance,True
641,5089,Food,False
642,5098,Fashion,False
643,5102,Education,False
644,5108,Education,False
645,5109,Food,False
646,5127,Food,True
647,5128,Technology,True
648,5137,Entertainment,False
649,5154,Technology,True
650,5158,Finance,False
651,5161,Education,False
652,5163,Entertainment,False
653,5190,Technology,False
654,5199,Entertainment,False
655,5201,Gaming,False
656,5205,Food,True
657,5219,Finance,False
658,5223,Food,False
659,5229,Education,False
660,5236,Technology,False
661,5241,Entertainment,False
662,5257,Fashion,False
663,5260,Finance,False
664,5286,Technology,False
665,5303,Fashion,False
666,5309,Travel,False
667,5317,Travel,False
668,5325,Gaming,False
669,5327,Fashion,False
670,5330,Food,False
671,5331,Fashion,True
672,5337,Fashion,False
673,5367,Travel,False
674,5374,Fashion,False
675,5375,Food,False
676,5387,Food,False
677,5393,Fashion,False
678,5394,Food,False
679,5396,Gaming,False
680,5406,Fashion,False
681,5407,Fashion,False
682,5408,Technology,False
683,5426,Technology,False
684,5458,Food,False
685,5470,Finance,False
686,5478,Education,True
687,5483,Finance,False
688,5486,Finance,False
689,5496,Gaming,False
690,5500,Entertainment,False
691,5506,Fashion,False
692,5529,Travel,False
693,5537,Technology,True
694,5540,Travel,True
695,5541,Technology,False
696,5542,Fashion,False
697,5548,Entertainment,False
698,5554,Entertainment,False
699,5557,Finance,False
700,5559,Education,False
701,5564,Gaming,True
702,5576,Technology,False
703,5598,Technology,False
704,5599,Fashion,False
705,5610,Education,False
706,5624,Food,True
707,5654,Travel,False
708,5660,Technology,False
709,5661,Entertainment,True
710,5684,Fashion,False
711,5692,Technology,False
712,5695,Education,True
713,5719,Fashion,False
714,5728,Food,False
715,5741,Finance,False
716,5743,Entertainment,False
717,5756,Food,False
718,5767,Food,True
719,5775,Fashion,False
720,5779,Technology,False
721,5780,Education,False
722,5781,Education,False
723,5820,Finance,False
724,5839,Finance,False
725,5840,Travel,False
726,5847,Entertainment,False
727,5849,Travel,False
728,5863,Entertainment,False
729,5871,Education,False
730,5879,Technology,False
731,5919,Technology,False
732,5922,Food,False
733,5924,Fashion,True
734,5932,Technology,False
735,5943,Entertainment,False
736,5952,Food,False
737,5955,Education,False
738,5967,Travel,False
739,5975,Entertainment,True
740,5982,Food,True
741,5983,Fashion,False
742,5990,Fashion,False
743,6013,Finance,False
744,6041,Food,True
745,6050,Travel,False
746,6056,Education,True
747,6058,Entertainment,False
748,6059,Fashion,False
749,6069,Education,False
750,6070,Finance,False
751,6077,Education,False
752,6082,Gaming,False
753,6084,Fashion,True
754,6087,Gaming,False
755,6097,Education,False
756,6102,Entertainment,False
757,6104,Entertainment,False
758,6108,Technology,False
759,6116,Gaming,False
760,6118,Finance,False
761,6119,Finance,False
762,6125,Entertainment,False
763,6132,Entertainment,False
764,6139,Travel,False
765,6140,Travel,False
766,6148,Education,False
767,6150,Finance,False
768,6156,Food,False
769,6166,Technology,False
770,6169,Food,False
771,6175,Food,False
772,6184,Entertainment,False
773,6188,Food,True
774,6200,Travel,False
775,6212,Entertainment,False
776,6219,Education,False
777,6225,Finance,False
778,6236,Technology,False
779,6249,Technology,False
780,6253,Travel,False
781,6259,Fashion,False
782,6265,Fashion,False
783,6268,Fashion,False
784,6271,Gaming,False
785,6281,Food,False
786,6294,Gaming,False
787,6302,Food,False
788,6311,Travel,False
789,6338,Finance,False
790,6348,Gaming,False
791,6362,Gaming,False
792,6371,Education,False
793,6392,Entertainment,False
794,6420,Fashion,False
795,6425,Finance,False
796,6430,Education,False
797,6442,Gaming,False
798,6452,Entertainment,False
799,6454,Entertainment,False
800,6460,Education,False
801,6466,Travel,False
802,6468,Travel,True
803,6478,Fashion,False
804,6479,Entertainment,False
805,6499,Travel,True
806,6518,Entertainment,False
807,6520,Food,False
808,6524,Finance,True
809,6527,Gaming,False
810,6530,Travel,True
811,6538,Fashion,True
812,6542,Technology,False
813,6564,Travel,False
814,6578,Technology,False
815,6581,Travel,False
816,6587,Entertainment,False
817,6592,Fashion,False
818,6595,Fashion,False
819,6606,Education,False
820,6608,Gaming,False
821,6612,Education,False
822,6615,Entertainment,False
823,6666,Fashion,True
824,6671,Finance,False
825,6711,Fashion,False
826,6712,Technology,True
827,6714,Finance,False
828,6715,Travel,False
829,6735,Finance,False
830,6748,Travel,False
831,6759,Technology,False
832,6769,Technology,False
833,6781,Fashion,False
834,6793,Entertainment,False
835,6806,Education,False
836,6814,Gaming,False
837,6817,Finance,False
838,6820,Travel,False
839,6824,Technology,False
840,6827,Gaming,False
841,6832,Fashion,False
842,6839,Food,False
843,6844,Fashion,False
844,6845,Travel,False
845,6848,Education,False
846,6853,Technology,False
847,6871,Fashion,False
848,6879,Gaming,False
849,6898,Travel,False
850,6917,Entertainment,False
851,6942,Finance,True
852,6947,Education,False
853,6961,Finance,False
854,6962,Entertainment,False
855,6989,Travel,False
856,6996,Technology,False
857,7002,Finance,False
858,7003,Gaming,False
859,7004,Gaming,False
860,7011,Travel,False
861,7020,Travel,False
862,7023,Finance,False
863,7024,Food,False
864,7035,Education,False
865,7036,Technology,False
866,7046,Fashion,False
867,7050,Entertainment,False
868,7075,Fashion,True
869,7081,Fashion,True
870,7082,Education,False
871,7087,Education,False
872,7092,Fashion,False
873,7093,Technology,False
874,7095,Entertainment,False
875,7097,Entertainment,False
876,7102,Education,False
877,7111,Technology,False
878,7123,Travel,False
879,7130,Gaming,False
880,7140,Technology,False
881,7151,Education,False
882,7156,Entertainment,False
883,7157,Education,False
884,7186,Gaming,False
885,7189,Technology,False
886,7194,Entertainment,False
887,7207,Finance,False
888,7208,Education,False
889,7211,Entertainment,False
890,7220,Education,False
891,7225,Education,False
892,7228,Food,False
893,7244,Finance,False
894,7245,Education,False
895,7261,Education,False
896,7263,Food,False
897,7271,Gaming,False
898,7272,Entertainment,True
899,7282,Fashion,False
900,7303,Entertainment,False
901,7328,Entertainment,False
902,7348,Entertainment,False
903,7364,Gaming,False
904,7380,Finance,False
905,7386,Fashion,False
906,7390,Travel,False
907,7397,Finance,False
908,7408,Travel,True
909,7444,Fashion,False
910,7447,Fashion,False
911,7459,Finance,False
912,7463,Fashion,False
913,7472,Entertainment,False
914,7477,Finance,False
915,7478,Food,True
916,7479,Fashion,False
917,7485,Technology,False
918,7487,Entertainment,False
919,7488,Finance,False
920,7490,Education,True
921,7494,Food,False
922,7495,Gaming,False
923,7510,Food,False
924,7516,Entertainment,False
925,7520,Education,False
926,7531,Gaming,False
927,7536,Food,False
928,7537,Entertainment,False
929,7542,Gaming,False
930,7557,Technology,False
931,7563,Education,False
932,7565,Food,False
933,7567,Technology,False
934,7572,Finance,False
935,7588,Travel,False
936,7592,Gaming,False
937,7594,Gaming,False
938,7596,Fashion,True
939,7599,Finance,False
940,7605,Fashion,False
941,7614,Finance,False
942,7626,Gaming,False
943,7628,Entertainment,False
944,7634,Fashion,False
945,7640,Food,True
946,7650,Finance,False
947,7660,Technology,False
948,7670,Finance,False
949,7675,Gaming,False
950,7677,Technology,False
951,7678,Technology,False
952,7679,Gaming,False
953,7683,Gaming,False
954,7701,Education,False
955,7702,Fashion,False
956,7714,Finance,False
957,7723,Food,False
958,7741,Travel,False
959,7752,Technology,False
960,7759,Travel,False
961,7760,Food,False
962,7764,Fashion,False
963,7770,Finance,False
964,7773,Gaming,False
965,7789,Finance,False
966,7800,Finance,False
967,7810,Finance,False
968,7831,Travel,False
969,7833,Education,False
970,7839,Fashion,False
971,7840,Gaming,False
972,7857,Gaming,False
973,7868,Entertainment,False
974,7874,Gaming,False
975,7879,Fashion,False
976,7880,Education,True
977,7885,Fashion,True
978,7889,Travel,False
979,7891,Gaming,False
980,7896,Travel,False
981,7899,Finance,False
982,7913,Gaming,False
983,7917,Fashion,False
984,7921,Fashion,False
985,7930,Finance,False
986,7943,Fashion,False
987,7951,Travel,False
988,7958,Food,False
989,7976,Fashion,False
990,7987,Food,False
991,7989,Technology,False
992,7997,Technology,True
993,8011,Finance,False
994,8018,Entertainment,False
995,8022,Finance,False
996,8024,Technology,False
997,8025,Education,False
998,8026,Fashion,False
999,8029,Gaming,False
1000,8056,Food,False
1001,8088,Technology,False
1002,8104,Travel,False
1003,8106,Education,True
1004,8118,Education,False
1005,8119,Education,False
1006,8132,Entertainment,False
1007,8139,Food,False
1008,8151,Fashion,True
1009,8162,Gaming,False
1010,8165,Technology,False
1011,8173,Education,False
1012,8186,Fashion,False
1013,8198,Fashion,False
1014,8207,Technology,False
1015,8213,Gaming,False
1016,8220,Entertainment,False
1017,8225,Education,False
1018,8230,Entertainment,True
1019,8234,Finance,True
1020,8237,Fashion,False
1021,8247,Gaming,False
1022,8256,Fashion,False
1023,8268,Entertainment,False
1024,8281,Technology,False
1025,8283,Food,False
1026,8290,Finance,True
1027,8295,Travel,True
1028,8304,Finance,True
1029,8307,Food,False
1030,8311,Travel,False
1031,8321,Entertainment,False
1032,8323,Finance,False
1033,8324,Gaming,False
1034,8346,Education,True
1035,8361,Food,False
1036,8369,Technology,True
1037,8379,Education,False
1038,8393,Travel,False
1039,8396,Technology,False
1040,8403,Travel,False
1041,8404,Gaming,False
1042,8408,Finance,True
1043,8420,Fashion,True
1044,8432,Travel,False
1045,8440,Education,True
1046,8442,Travel,False
1047,8444,Fashion,False
1048,8451,Fashion,False
1049,8464,Travel,True
1050,8482,Entertainment,False
1051,8495,Fashion,False
1052,8502,Entertainment,False
1053,8503,Education,False
1054,8504,Food,False
1055,8511,Food,False
1056,8548,Entertainment,False
1057,8556,Fashion,False
1058,8586,Finance,False
1059,8603,Education,False
1060,8613,Entertainment,True
1061,8616,Entertainment,False
1062,8617,Entertainment,False
1063,8627,Fashion,False
1064,8642,Finance,True
1065,8656,Gaming,False
1066,8660,Food,False
1067,8662,Gaming,False
1068,8671,Finance,False
1069,8672,Gaming,False
1070,8676,Education,False
1071,8690,Food,True
1072,8691,Fashion,True
1073,8705,Education,False
1074,8709,Gaming,False
1075,8710,Entertainment,False
1076,8711,Gaming,False
1077,8716,Gaming,False
1078,8723,Entertainment,True
1079,8727,Entertainment,False
1080,8731,Fashion,False
1081,8744,Gaming,False
1082,8753,Fashion,False
1083,8762,Gaming,False
1084,8765,Fashion,False
1085,8766,Gaming,False
1086,8768,Education,False
1087,8769,Education,False
1088,8783,Food,False
1089,8798,Gaming,False
1090,8801,Travel,False
1091,8845,Travel,False
1092,8853,Finance,False
1093,8854,Finance,False
1094,8857,Travel,False
1095,8861,Finance,False
1096,8867,Travel,False
1097,8877,Gaming,False
1098,8887,Entertainment,False
1099,8894,Food,False
1100,8897,Entertainment,True
1101,8908,Food,False
1102,8921,Fashion,False
1103,8928,Technology,False
1104,8935,Finance,False
1105,8938,Finance,False
1106,8940,Entertainment,False
1107,8944,Fashion,False
1108,8947,Travel,False
1109,8951,Education,False
1110,8955,Education,False
1111,8959,Entertainment,False
1112,8969,Travel,False
1113,8977,Travel,False
1114,8995,Entertainment,False
1115,8998,Fashion,False
1116,9028,Gaming,False
1117,9031,Food,False
1118,9040,Fashion,False
1119,9051,Food,False
1120,9058,Entertainment,False
1121,9062,Entertainment,True
1122,9070,Fashion,False
1123,9076,Fashion,False
1124,9110,Food,False
1125,9115,Education,False
1126,9116,Technology,False
1127,9130,Travel,False
1128,9145,Food,False
1129,9151,Travel,False
1130,9153,Fashion,False
1131,9155,Travel,False
1132,9164,Entertainment,False
1133,9171,Technology,False
1134,9175,Entertainment,False
1135,9180,Food,False
1136,9188,Education,True
1137,9189,Education,False
1138,9193,Fashion,False
1139,9198,Fashion,False
1140,9217,Finance,False
1141,9228,Finance,False
1142,9238,Entertainment,False
1143,9251,Entertainment,False
1144,9253,Fashion,False
1145,9255,Finance,False
1146,9258,Finance,False
1147,9261,Entertainment,False
1148,9263,Fashion,False
1149,9292,Entertainment,False
1150,9295,Fashion,False
1151,9300,Entertainment,False
1152,9303,Fashion,False
1153,9306,Entertainment,False
1154,9307,Travel,False
1155,9312,Technology,False
1156,9313,Finance,False
1157,9322,Travel,False
1158,9327,Finance,False
1159,9331,Technology,False
1160,9334,Technology,False
1161,9341,Education,True
1162,9348,Finance,False
1163,9356,Gaming,False
1164,9358,Technology,False
1165,9371,Fashion,False
1166,9377,Travel,False
1167,9398,Food,False
1168,9407,Food,False
1169,9409,Finance,False
1170,9428,Food,False
1171,9440,Entertainment,False
1172,9471,Food,False
1173,9472,Finance,False
1174,9475,Education,False
1175,9491,Travel,False
1176,9498,Finance,True
1177,9503,Technology,False
1178,9510,Education,False
1179,9511,Entertainment,False
1180,9515,Technology,False
1181,9523,Gaming,False
1182,9524,Travel,False
1183,9532,Finance,True
1184,9556,Travel,True
1185,9559,Education,False
1186,9560,Technology,False
1187,9563,Fashion,False
1188,9564,Food,False
1189,9575,Fashion,False
1190,9578,Education,False
1191,9587,Education,False
1192,9600,Food,False
1193,9609,Food,False
1194,9614,Travel,False
1195,9622,Travel,False
1196,9628,Technology,False
1197,9657,Finance,False
1198,9659,Gaming,False
1199,9662,Technology,True
1200,9663,Food,False
1201,9664,Fashion,False
1202,9674,Food,False
1203,9678,Finance,False
1204,9681,Fashion,True
1205,9689,Entertainment,False
1206,9690,Travel,False
1207,9697,Education,True
1208,9702,Finance,True
1209,9708,Food,False
1210,9715,Gaming,False
1211,9717,Education,True
1212,9730,Travel,False
1213,9739,Travel,False
1214,9745,Finance,False
1215,9753,Food,True
1216,9769,Gaming,True
1217,9772,Technology,True
1218,9796,Technology,False
1219,9818,Travel,False
1220,9826,Finance,False
1221,9831,Education,False
1222,9832,Travel,False
1223,9850,Food,True
1224,9862,Travel,False
1225,9865,Gaming,False
1226,9867,Food,False
1227,9868,Technology,False
1228,9875,Fashion,False
1229,9882,Finance,False
1230,9883,Finance,False
1231,9884,Education,False
